City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
295,geraldton,-28.7667,114.6,17.23,77,0,4.63,AU,1695208790
296,zagora,30.3484,-5.8365,32.29,15,0,4.37,MA,1695208790
297,dalhart,36.0595,-102.5133,13.01,67,0,3.6,US,1695208791
298,vanimo,-2.6741,141.3028,26.28,84,20,2.42,PG,1695208682
299,callao,-12.0667,-77.15,18.73,88,100,4.63,PE,1695208791
300,demopolis,32.5176,-87.8364,14.97,94,0,0.0,US,1695208791
301,kolonia town,6.964,158.206,26.0,94,75,1.54,FM,1695208791
302,el calafate,-50.3408,-72.2768,-2.92,70,0,2.94,AR,1695208791
303,lyuban',52.7985,28.0048,17.01,92,100,2.83,BY,1695208791
304,chu,43.5983,73.7614,19.42,50,81,6.86,KZ,1695208792
305,port shepstone,-30.7414,30.455,21.87,66,1,12.29,ZA,1695208792
306,port augusta,-32.5,137.7667,14.46,74,8,4.83,AU,1695208792
307,revda,56.801,59.9303,14.14,45,77,3.29,RU,1695208792
308,sinabang,2.4803,96.3801,25.81,80,96,2.61,ID,1695208792
309,sao felix do xingu,-6.6447,-51.995,28.81,46,42,0.66,BR,1695208792
310,fale old settlement,-9.3852,-171.2468,28.19,78,100,10.2,TK,1695208792
311,belize city,17.4995,-88.1976,26.01,94,40,3.6,BZ,1695208792
312,lethbridge,49.7,-112.8186,9.06,61,100,3.09,CA,1695208792
313,tannum sands,-23.9504,151.3693,20.94,83,5,1.54,AU,1695208793
314,shahrinav,38.5709,68.335,26.55,16,33,3.08,TJ,1695208793
315,constitucion,-35.3333,-72.4167,10.59,89,100,4.89,CL,1695208793
316,palangkaraya,-2.2,113.8333,27.86,65,99,1.35,ID,1695208793
317,berezovyy,51.6667,135.7,6.83,47,4,4.88,RU,1695208793
318,lubango,-14.9172,13.4925,30.17,9,4,3.73,AO,1695208622
319,touros,-5.1989,-35.4608,27.13,70,39,7.37,BR,1695208794
320,hassi messaoud,31.6804,6.0729,35.92,14,100,4.12,DZ,1695208794
321,sulak,43.2734,47.5146,22.28,67,8,11.12,RU,1695208794
322,kamyaran,34.7956,46.9355,30.0,12,0,1.46,IR,1695208683
323,bogotol,56.2078,89.5342,15.36,69,97,0.71,RU,1695208794
324,kirakira,-10.4544,161.9205,26.08,89,99,4.28,SB,1695208794
325,yorkton,51.2167,-102.4677,4.91,81,0,4.63,CA,1695208794
326,nurota,40.5614,65.6886,22.33,29,0,4.94,UZ,1695208794
327,island harbour,50.724,-1.2758,20.0,81,81,4.92,GB,1695208794
328,lensk,60.7253,114.9278,5.17,97,98,4.08,RU,1695208496
329,ust'-kulom,61.6864,53.6902,16.73,59,100,5.84,RU,1695208795
330,iskateley,67.6803,53.1512,6.35,96,100,4.27,RU,1695208795
331,bulungu,-4.55,18.6,37.34,31,75,0.6,CD,1695208652
332,zahedan,29.4963,60.8629,31.95,12,0,4.12,IR,1695208795
333,crane,31.3974,-102.3501,23.98,49,1,4.81,US,1695208795
334,wukari,7.85,9.7833,28.69,70,100,0.81,NG,1695208795
335,phan rang-thap cham,11.5667,108.9833,27.59,78,58,2.33,VN,1695208795
336,aguilar de campoo,42.7945,-4.2589,19.7,46,85,7.02,ES,1695208795
337,los angeles,34.0522,-118.2437,19.49,86,100,2.06,US,1695208176
338,santa cruz,-17.8,-63.1667,21.03,88,40,2.57,BO,1695208507
339,merizo village,13.2658,144.6691,27.85,95,60,5.1,GU,1695208796
340,salinopolis,-0.6136,-47.3561,27.75,78,23,4.48,BR,1695208796
341,alik ghund,30.4896,67.5226,27.14,14,1,6.24,PK,1695208796
342,smidovich,48.6,133.8167,8.23,54,0,4.89,RU,1695208796
343,bela,25.9333,81.9833,32.47,63,84,2.9,IN,1695208796
344,laguna,38.421,-121.4238,17.66,86,0,2.57,US,1695208796
345,brisas de zicatela,15.8369,-97.0419,25.77,80,42,1.78,MX,1695208797
346,atyrau,47.1167,51.8833,25.01,29,0,5.0,KZ,1695208705
347,chesma,53.8111,60.6533,13.91,50,12,3.4,RU,1695208797
348,kapa'a,22.0752,-159.319,25.18,83,75,8.75,US,1695208797
349,ellensburg,46.9965,-120.5479,12.43,65,100,6.69,US,1695208797
350,bonthe,7.5264,-12.505,28.61,71,93,3.14,SL,1695208797
351,federal,-30.9547,-58.7833,14.53,99,100,3.1,AR,1695208797
352,palikir - national government center,6.9248,158.1611,25.41,94,75,1.54,FM,1695208797
353,port hueneme,34.1478,-119.1951,17.4,91,100,2.57,US,1695208798
354,homer,59.6425,-151.5483,8.93,83,100,2.06,US,1695208798
355,marco island,25.9363,-81.7157,24.0,94,0,1.54,US,1695208798
356,siliana,36.085,9.3708,36.17,18,100,6.26,TN,1695208798
357,borba,-4.3878,-59.5939,26.9,44,68,1.04,BR,1695208798
358,martapura,-3.4167,114.85,29.05,65,20,2.57,ID,1695208798
359,kilquade,53.1128,-6.0871,16.29,76,71,8.0,IE,1695208798
360,albertina,-22.2008,-46.6158,24.1,32,26,2.14,BR,1695208799
361,keetmanshoop,-26.5833,18.1333,25.28,8,0,3.91,NA,1695208799
362,burgos,42.3394,-3.7079,20.23,52,40,6.69,ES,1695208500
363,manadhoo,5.7667,73.3833,27.93,71,66,1.05,MV,1695208799
364,cooma,-36.2333,149.1333,12.2,62,31,4.99,AU,1695208799
365,urangan,-25.3,152.9,20.81,88,1,4.29,AU,1695208799
366,madimba,-10.4,40.3333,28.71,56,23,4.22,TZ,1695208799
367,malvan,16.0667,73.4667,27.68,83,21,5.03,IN,1695208799
368,magadan,59.5667,150.8,7.21,89,100,18.77,RU,1695208800
369,amga,60.8953,131.9608,-1.47,67,0,1.92,RU,1695208800
370,nova vicosa,-17.8919,-39.3719,26.13,63,34,4.19,BR,1695208800
371,yeniseysk,58.4497,92.1703,14.97,68,69,0.45,RU,1695208800
372,dunedin,-45.8742,170.5036,18.22,34,100,3.58,NZ,1695208800
373,zemio,5.0314,25.1361,32.05,51,65,0.1,CF,1695208800
374,buarcos,40.166,-8.8768,22.59,71,98,3.3,PT,1695208800
375,murghob,38.1702,73.9667,13.36,11,0,13.19,TJ,1695208801
376,borgarnes,64.5383,-21.9206,11.03,57,76,7.8,IS,1695208801
377,sao joao da barra,-21.6403,-41.0511,24.05,81,1,6.76,BR,1695208801
378,truro,50.2653,-5.0544,16.6,94,75,6.17,GB,1695208801
379,tarko-sale,64.9225,77.785,7.78,90,100,6.71,RU,1695208801
380,maintirano,-18.0667,44.0167,28.58,62,5,6.86,MG,1695208801
381,ancud,-41.8697,-73.8203,3.17,82,100,3.02,CL,1695208802
382,chorbane,35.2858,10.3858,35.98,19,100,6.42,TN,1695208802
383,mareeba,-17.0,145.4333,20.4,91,61,1.49,AU,1695208802
384,jilib,0.4883,42.7854,34.68,35,53,6.95,SO,1695208802
385,motozintla,15.3667,-92.2333,15.87,93,77,1.47,MX,1695208802
386,poronaysk,49.2167,143.1167,7.21,73,56,2.89,RU,1695208802
387,strathalbyn,-35.2667,138.9,14.38,83,10,5.21,AU,1695208802
388,kamaishi,39.2667,141.8833,22.73,75,100,3.36,JP,1695208803
389,cabo san lucas,22.8909,-109.9124,27.56,67,1,5.55,MX,1695208549
390,akureyri,65.6835,-18.0878,6.96,76,75,8.23,IS,1695208627
391,fada,9.5667,8.3,28.35,55,78,2.07,NG,1695208803
392,kapoeta,4.7717,33.5903,32.4,38,76,2.73,SS,1695208803
393,fort mcmurray,56.7268,-111.381,3.73,93,0,3.09,CA,1695208803
394,grand falls-windsor,48.9332,-55.6649,14.17,96,85,4.31,CA,1695208803
395,sironko,1.2313,34.2477,27.63,54,29,1.29,UG,1695208803
396,shingu,33.7333,135.9833,25.04,88,100,2.31,JP,1695208804
397,mount isa,-20.7333,139.5,20.87,28,22,2.06,AU,1695208804
398,san patricio,28.017,-97.5169,28.91,79,0,2.67,US,1695208804
399,upington,-28.4478,21.2561,24.21,14,0,1.54,ZA,1695208520
400,amursk,50.2261,136.8994,7.79,70,25,1.35,RU,1695208804
401,weno,7.4515,151.8468,29.06,77,100,5.64,FM,1695208804
402,marsh harbour,26.5412,-77.0636,28.25,75,98,4.91,BS,1695208804
403,bayanaul,50.7889,75.6956,18.17,43,100,2.66,KZ,1695208804
404,guilin,25.2819,110.2864,29.06,81,53,0.8,CN,1695208805
405,blackfoot,43.1905,-112.345,11.86,50,20,3.03,US,1695208805
406,carrizo springs,28.5219,-99.8606,24.34,94,0,1.54,US,1695208805
407,chimoio,-19.1164,33.4833,27.92,42,20,2.49,MZ,1695208805
408,dryden,49.7833,-92.7503,13.16,100,0,3.09,CA,1695208805
409,freetown,8.484,-13.2299,27.84,78,75,3.09,SL,1695208805
410,rio preto da eva,-2.6994,-59.6997,26.85,46,9,0.37,BR,1695208805
411,ambodifotatra,-16.9833,49.85,24.69,69,4,3.35,MG,1695208805
412,mastic beach,40.7668,-72.8521,17.21,86,0,0.45,US,1695208806
413,belmonte,-15.8631,-38.8828,25.45,71,25,4.3,BR,1695208806
414,estacion coahuila,32.1939,-115.0017,25.86,49,1,3.03,MX,1695208806
415,pujehun,7.3581,-11.7208,29.97,65,91,1.45,SL,1695208806
416,mana,5.6592,-53.7767,26.21,86,94,2.38,GF,1695208806
417,manokwari,-0.8667,134.0833,26.36,82,96,1.09,ID,1695208806
418,tindouf,27.6711,-8.1474,30.25,23,40,2.57,DZ,1695208806
419,timimoun,29.2639,0.231,39.21,9,0,1.54,DZ,1695208807
420,sorong,-0.8833,131.25,26.27,84,88,5.96,ID,1695208807
421,negara,-8.3151,114.6025,24.21,84,30,3.58,ID,1695208807
422,saint-jean-sur-richelieu,45.3168,-73.2659,12.66,92,37,2.24,CA,1695208807
423,port arthur,38.8,121.2667,22.12,51,67,8.67,CN,1695208807
424,mao,39.8885,4.2658,24.31,73,20,5.14,ES,1695208650
425,bamboo flat,11.7,92.7167,29.05,79,40,3.09,IN,1695208807
426,tamala,52.541,43.2515,22.53,40,89,3.78,RU,1695208807
427,al kharijah,25.4514,30.5464,35.85,20,0,5.71,EG,1695208808
428,palmer,42.1584,-72.3287,12.88,86,0,1.54,US,1695208808
429,i-n-salah,27.1935,2.4607,39.36,8,14,1.1,DZ,1695208808
430,tvoroyri,61.5556,-6.8111,10.21,89,100,13.41,FO,1695208808
431,nantucket,41.2835,-70.0995,18.03,92,0,2.06,US,1695208808
432,burdur,37.7203,30.2908,27.39,17,0,1.54,TR,1695208808
433,mount vernon,40.9126,-73.8371,15.9,74,75,3.6,US,1695208808
434,groningen,53.25,6.75,20.03,78,100,7.72,NL,1695208472
435,swidwin,53.7746,15.7767,22.86,73,100,6.4,PL,1695208809
436,kudahuvadhoo,2.6708,72.8944,27.49,79,95,3.93,MV,1695208809
437,ghanzi,-21.5667,21.7833,32.26,17,2,2.98,BW,1695208809
438,puerto cabezas,14.0351,-83.3888,25.59,87,98,1.06,NI,1695208809
439,mir bachah kot,34.75,69.119,27.98,12,0,5.12,AF,1695208809
440,dowa,-13.654,33.9375,27.15,23,0,3.61,MW,1695208809
441,arrifes,37.7667,-25.7,22.14,94,40,6.69,PT,1695208809
442,antalaha,-14.9003,50.2788,26.49,61,10,5.13,MG,1695208810
443,pitkyaranta,61.5734,31.4792,14.3,79,100,7.05,RU,1695208810
444,zyryanovsk,49.7386,84.2719,19.38,46,100,0.98,KZ,1695208615
445,guarapari,-20.6667,-40.4975,24.38,72,0,5.02,BR,1695208810
446,la seu d'urgell,42.3588,1.4614,20.96,74,99,2.29,ES,1695208810
447,san borja,-14.8167,-66.85,22.91,88,15,0.39,BO,1695208810
448,midvagur,62.0511,-7.1939,11.46,76,75,4.63,FO,1695208810
449,nantai,40.9241,122.8044,15.76,64,97,3.63,CN,1695208811
450,plettenberg bay,-34.0527,23.3716,17.56,57,76,4.42,ZA,1695208811
451,chibougamau,49.9168,-74.3659,5.79,100,0,2.06,CA,1695208811
452,kurchatov,51.6601,35.6521,24.42,26,33,6.86,RU,1695208811
453,al bawiti,28.3492,28.8659,31.96,31,0,4.85,EG,1695208811
454,fortuna,40.5982,-124.1573,9.08,97,0,0.0,US,1695208811
455,concepcion,-36.827,-73.0498,7.89,76,0,1.03,CL,1695208743
456,bereznik,62.8551,42.7072,18.03,68,95,5.76,RU,1695208811
457,grivita,44.7333,27.2833,27.72,37,84,1.3,RO,1695208811
458,nishinoomote,30.7333,131.0,27.09,83,29,3.84,JP,1695208812
459,mejit,10.2753,170.8646,28.52,79,99,6.27,MH,1695208812
460,emiliano zapata,18.8333,-99.1833,20.92,75,42,1.05,MX,1695208812
461,inarajan village,13.2736,144.7484,28.08,95,71,5.01,GU,1695208812
462,namibe,-15.1961,12.1522,20.64,67,39,5.1,AO,1695208812
463,muzaffarpur,26.1167,85.4,31.9,63,80,5.52,IN,1695208812
464,pierre,44.3683,-100.351,15.15,71,0,4.47,US,1695208812
465,tecolots,32.5667,-114.9833,24.36,50,1,3.36,MX,1695208812
466,acarau,-2.8856,-40.12,28.69,63,13,7.54,BR,1695208813
467,krasnoarmeyskoye,52.7182,50.0322,20.39,29,10,1.62,RU,1695208813
468,al bardiyah,31.7561,25.0865,27.45,52,0,3.15,LY,1695208813
469,floro,61.5996,5.0328,13.31,71,75,6.69,NO,1695208813
470,caluula,11.9661,50.7569,32.02,64,0,6.2,SO,1695208813
471,sarakhs,36.5449,61.1577,27.27,26,0,5.51,IR,1695208813
472,machico,32.7,-16.7667,25.56,71,40,3.6,PT,1695208813
473,port douglas,-16.4833,145.4667,23.16,81,50,2.95,AU,1695208814
474,rongelap,11.1635,166.8941,28.75,74,48,5.38,MH,1695208814
475,margate,51.3813,1.3862,20.39,73,100,4.92,GB,1695208057
476,saudarkrokur,65.7461,-19.6394,6.28,74,17,2.33,IS,1695208814
477,bikenibeu village,1.3673,173.1241,26.98,89,75,2.57,KI,1695208814
478,qalat,32.1058,66.9083,31.82,7,0,6.85,AF,1695208814
479,debark',13.1561,37.8981,15.08,69,40,2.26,ET,1695208814
480,chui,-33.6971,-53.4616,14.19,97,100,6.65,UY,1695208814
481,santa eulalia,-11.85,-76.6833,2.22,58,60,0.42,PE,1695208814
482,lata,40.1629,-8.3327,21.15,53,93,2.24,PT,1695208815
483,kourou,5.1552,-52.6478,25.03,88,79,2.84,GF,1695208815
484,natal,-5.795,-35.2094,26.12,94,75,4.12,BR,1695208815
485,oriximina,-1.7656,-55.8661,27.54,47,40,1.58,BR,1695208815
486,alofi,-19.0595,-169.9187,21.94,78,96,6.17,NU,1695208815
487,ad dilam,23.9915,47.1627,41.23,8,6,6.32,SA,1695208815
488,guanica,17.9716,-66.908,27.17,57,29,2.07,PR,1695208815
489,zhezqazghan,47.7833,67.7667,20.32,40,75,3.0,KZ,1695208816
490,gemlik,40.4309,29.1597,27.47,28,39,2.76,TR,1695208816
491,taltal,-25.4,-70.4833,14.55,78,7,1.76,CL,1695208523
492,nizhneudinsk,54.9076,99.0276,15.25,61,81,0.98,RU,1695208816
493,guiuan,11.0333,125.7247,29.37,70,50,1.65,PH,1695208816
494,xuddur,4.1213,43.8894,34.71,30,96,7.03,SO,1695208816
495,carbonear,47.7332,-53.2148,19.79,99,100,6.24,CA,1695208816
496,horta,38.5333,-28.6333,22.8,100,75,1.54,PT,1695208816
497,shaoguan,24.8,113.5833,29.98,21,34,0.35,CN,1695208817
498,cole harbour,44.6724,-63.4751,15.54,87,75,5.14,CA,1695208817
499,tshabong,-26.05,22.45,27.64,7,0,1.33,BW,1695208817
500,santa terezinha,-29.9002,-50.0904,19.09,96,91,4.06,BR,1695208817
501,moelan-sur-mer,47.8142,-3.6289,20.37,83,100,8.75,FR,1695208817
502,sitka,57.0531,-135.33,10.94,82,100,1.54,US,1695208817
503,sisimiut,66.9395,-53.6735,1.31,67,83,2.7,GL,1695208817
504,simpang,-1.2667,104.0833,26.78,77,81,1.32,ID,1695208817
505,tulun,54.5611,100.5792,15.72,50,94,0.94,RU,1695208818
506,capo d'orlando,38.1435,14.7305,29.67,51,100,3.01,IT,1695208818
507,tomatlan,19.9333,-105.25,24.51,96,45,1.25,MX,1695208818
508,baie-comeau,49.2168,-68.1489,12.82,94,100,1.54,CA,1695208818
509,callaway,30.153,-85.5699,20.51,84,0,3.09,US,1695208818
510,mufumbwe,-13.6833,24.8,38.47,9,2,1.59,ZM,1695208819
511,ad dawadimi,24.5077,44.3924,39.64,9,11,3.4,SA,1695208819
512,strezhevoy,60.7333,77.5889,13.87,58,55,4.47,RU,1695208819
513,tweed heads,-28.1817,153.547,20.02,85,0,4.63,AU,1695208819
514,castillos,-34.1667,-53.8333,13.55,97,100,5.59,UY,1695208819
515,blenheim,-41.516,173.9528,11.72,94,100,4.43,NZ,1695208819
516,villa gesell,-37.2639,-56.973,12.25,90,21,4.9,AR,1695208819
517,paea,-17.6833,-149.5833,23.84,73,100,3.09,PF,1695208820
518,moroni,-11.7022,43.2551,26.45,72,73,2.4,KM,1695208748
519,singaraja,-8.112,115.0882,25.77,79,38,1.17,ID,1695208820
520,karoi,-16.8099,29.6925,31.96,16,0,2.9,ZW,1695208820
521,jumla,29.2747,82.1838,19.2,86,64,1.96,NP,1695208820
522,dombarovskiy,50.7587,59.5386,15.55,59,91,5.19,RU,1695208820
523,prince rupert,54.3161,-130.3201,9.83,100,100,1.03,CA,1695208820
524,talnakh,69.4865,88.3972,7.34,99,100,3.95,RU,1695208821
525,st. john's,47.5649,-52.7093,19.53,98,75,5.14,CA,1695208560
526,kailua-kona,19.6406,-155.9956,25.98,78,75,2.24,US,1695208821
527,bulawayo,-20.15,28.5833,32.84,13,42,2.15,ZW,1695208821
528,tura,25.5198,90.2201,23.1,98,92,1.8,IN,1695208821
529,beyla,8.6833,-8.6333,26.28,77,68,0.63,GN,1695208759
530,galle,6.0367,80.217,25.57,86,100,1.63,LK,1695208821
531,trujillo,-8.116,-79.03,18.98,88,75,3.09,PE,1695208822
532,kuanda,56.3161,116.0806,6.96,78,54,2.16,RU,1695208822
533,tanumah,27.1,44.1333,40.84,8,47,4.22,SA,1695208822
534,aoulef,26.9667,1.0833,40.27,7,23,0.84,DZ,1695208822
535,sidi moussa,36.6064,3.0878,28.82,48,40,3.09,DZ,1695208822
536,nchelenge,-9.3451,28.734,28.66,42,3,2.93,ZM,1695208822
537,huarmey,-10.0681,-78.1522,18.95,92,85,3.32,PE,1695208822
538,sao gabriel da cachoeira,-0.1303,-67.0892,22.73,97,92,0.89,BR,1695208823
539,gargalianoi,37.0667,21.6333,26.34,60,21,3.01,GR,1695208823
540,codajas,-3.8367,-62.0569,26.79,42,68,0.18,BR,1695208823
541,kavali,14.9167,79.9833,32.81,52,100,4.0,IN,1695208575
542,chernyshevskiy,63.0128,112.4714,2.59,80,100,4.07,RU,1695208823
543,qarazhal,48.0078,70.7903,14.74,65,100,3.99,KZ,1695208823
544,ketchikan,55.3422,-131.6461,9.26,93,100,2.06,US,1695208823
545,felipe carrillo puerto,19.5833,-88.05,23.48,99,22,0.42,MX,1695208823
546,san sebastian de la gomera,28.0916,-17.1133,27.99,60,40,3.6,ES,1695208590
547,sebeta,8.9167,38.6167,19.02,66,98,0.35,ET,1695208824
548,codrington,-38.2667,141.9667,6.94,91,43,4.73,AU,1695208824
549,horseheads,42.167,-76.8205,9.11,93,100,0.0,US,1695208824
550,tocoa,15.6833,-86.0,22.78,97,89,1.04,HN,1695208824
551,noumea,-22.2763,166.4572,23.33,99,82,4.91,NC,1695207928
552,kutum,14.2,24.6667,33.26,17,94,5.45,SD,1695208824
553,acapulco de juarez,16.8634,-99.8901,26.9,89,40,1.03,MX,1695208825
554,khash,28.2211,61.2158,32.29,10,12,10.59,IR,1695208825
555,dzilam gonzalez,21.2833,-88.9333,23.04,96,12,1.6,MX,1695208825
556,mutoko,-17.397,32.2268,31.47,13,0,2.8,ZW,1695208825
557,lincoln city,44.9582,-124.0179,13.16,95,99,0.89,US,1695208825
558,chimore,-16.9833,-65.1333,22.78,85,44,0.3,BO,1695208825
559,cabinda,-5.55,12.2,28.08,65,20,4.12,AO,1695208825
560,hammerfest,70.6634,23.6821,6.25,70,40,9.26,NO,1695208826
561,swakopmund,-22.6833,14.5333,15.32,73,5,6.32,NA,1695208357
562,teknaf,20.8624,92.3058,27.58,86,100,5.74,BD,1695208826
563,kotido,2.9806,34.1331,28.62,40,94,4.35,UG,1695208826
564,cayeli,41.0923,40.7292,23.21,79,54,2.03,TR,1695208826
565,ghatanji,20.1333,78.3167,30.57,70,99,2.9,IN,1695208826
566,olinda,-8.0089,-34.8553,27.85,69,75,7.72,BR,1695208668
567,gaspe,48.8334,-64.4819,11.95,93,75,5.14,CA,1695208827
568,hami,42.8,93.45,27.13,12,4,1.85,CN,1695208827
569,cill airne,52.05,-9.5167,15.03,77,40,8.75,IE,1695208827
570,gizo,-8.103,156.8419,27.02,86,100,5.76,SB,1695208827
571,brookings,44.3114,-96.7984,14.1,100,0,2.57,US,1695208827
572,rouyn-noranda,48.2398,-79.0288,-0.95,100,20,0.0,CA,1695208827
573,meadow lake,34.8014,-106.5436,16.74,23,11,1.05,US,1695208828
574,argo,37.6333,22.7333,26.55,36,2,2.0,GR,1695208828
575,skelleftea,64.7507,20.9528,7.78,98,75,6.69,SE,1695208420
576,chipinge,-20.1883,32.6236,31.17,18,0,2.33,ZW,1695208828
577,weiser,44.251,-116.9693,8.81,38,65,1.89,US,1695208828
578,grande prairie,55.1667,-118.8027,6.1,87,75,3.09,CA,1695208828
579,kilindoni,-7.9139,39.6668,26.36,69,24,4.35,TZ,1695208828
580,mont-dore,-22.2833,166.5833,23.33,99,89,4.51,NC,1695208828
581,santa luzia,-19.7697,-43.8514,23.21,66,20,8.75,BR,1695208828
582,santiago del estero,-27.7951,-64.2615,13.48,82,0,1.01,AR,1695208829
583,svetlyy,54.675,20.1347,21.09,64,100,7.21,RU,1695208829
584,ak'ordat,15.5486,37.8867,35.44,35,41,6.13,ER,1695208829
585,singkil,-7.9855,111.4161,25.1,67,7,3.51,ID,1695208829
586,askiz,53.1319,90.5264,18.66,52,53,1.11,RU,1695208829
587,hobyo,5.3505,48.5268,28.34,68,73,13.17,SO,1695208829
588,hola,51.5377,23.1902,22.1,40,41,4.56,PL,1695208829
589,cifteler,39.3831,31.0392,25.56,20,0,1.46,TR,1695208830
590,palasa,18.7667,84.4167,28.36,79,99,3.68,IN,1695208617
